"BN/Registration number","Fiscal period end","Form ID","200","210","220","230","240","250","260"
"808874432RR0001",2024-12-31 00:00:00,"27",$9376.00,"Y","N",,"Y","Y","N"
"808874549RR0001",2024-12-31 00:00:00,"27",$344847.00,"Y","N",,"Y","Y","N"
"808903280RR0001",2024-5-31 00:00:00,"27",$117129.00,"Y","N",,"N","Y","N"
"808903447RR0001",2024-7-1 00:00:00,"27",$33796.00,"N","N",,"Y","Y","N"
"808945893RR0001",2024-6-30 00:00:00,"27",$58354.00,"Y","N",,"Y","Y","N"
"809139892RR0001",2024-12-31 00:00:00,"27",$641324.00,"Y","N",,"N","N","N"
"809179922RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"809207038RR0002",2024-12-31 00:00:00,"27",$75392.00,"Y","N",,"N","N","N"
"809326606RR0001",2024-12-31 00:00:00,"27",$13615.00,"Y","N",,"N","N","N"
"809332364RR0001",2024-7-31 00:00:00,"27",$600.00,"Y","N",,,"Y","N"
"809354277RR0001",2024-12-31 00:00:00,"27",$16452.00,"N","N",,"N","N","N"
"809416050RR0001",2024-9-30 00:00:00,"27",$10668.00,"N","N",,"N","Y","N"
"809427388RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"809442593RR0001",2024-12-31 00:00:00,"27",$3600.00,"Y","N",,"N","N","N"
"809456825RR0001",2024-6-30 00:00:00,"27",$22167.00,"N","N",,"Y","Y","N"
"809459357RR0001",2024-12-31 00:00:00,"27",$1000.00,"N","N",,"N","Y","N"
"809470370RR0001",2024-12-31 00:00:00,"27",$14667.00,"Y","N",,"Y","Y","N"
"809490865RR0001",2024-12-31 00:00:00,"27",$315494.00,"Y","N",,"N","N","N"
"809608458RR0001",2024-12-31 00:00:00,"27",$2295.00,"N","N",,"N","N","N"
"809632607RR0001",2024-3-31 00:00:00,"27",$50907.00,"N","N",,"Y","Y","N"
"809642697RR0001",2024-12-31 00:00:00,"27",$5456.00,"N","N",,"N","N","N"
"809647159RR0001",2024-12-31 00:00:00,"27",$162667.00,"Y","N",,"N","Y","N"
"809694276RR0001",2024-12-31 00:00:00,"27",$164639.00,"Y","N",,"N","Y","Y"
"809721426RR0001",2024-1-31 00:00:00,"27",$15025.00,"Y","N",,"N","Y","N"
"809741580RR0001",2024-6-30 00:00:00,"27",$267938.00,"N","N",,"Y","N","N"
"809751282RR0001",2024-4-30 00:00:00,"27",$24864.00,"Y","N",,"N","N","N"
"809897184RR0001",2024-3-31 00:00:00,"27",,"Y","N",,"N","N","N"
"809921992RR0001",2024-12-31 00:00:00,"27",$571856.00,"Y","N",,"Y","Y","N"
"809953839RR0001",2024-12-31 00:00:00,"27",$14704.00,"N","N",,"N","N","N"
"809981095RR0001",2024-12-31 00:00:00,"27",$0.00,"N","N",,"N","N","N"
"809981939RR0001",2024-12-31 00:00:00,"27",$0.00,"Y","N",,"N","N","N"
"810063867RR0001",2024-3-31 00:00:00,"27",$4095960.00,"Y","N",,"Y","N","N"
"810110585RR0001",2024-12-31 00:00:00,"27",$125888.00,"Y","N",,"N","N","N"
"810125948RR0001",2024-12-31 00:00:00,"27",$550948.00,"N","N",,"Y","Y","N"
"810223347RR0001",2024-3-31 00:00:00,"27",$124614.00,"N","N",,"Y","N","N"
"810335026RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"810540476RR0001",2024-12-31 00:00:00,"27",$9576835.00,,"N",,"Y","N","N"
"810593012RR0001",2024-12-31 00:00:00,"27",$79318.00,"Y","N",,"N","N","N"
"810594564RR0001",2024-12-31 00:00:00,"27",$87097.00,"N","N",,"N","Y","N"
"810625947RR0001",2024-12-31 00:00:00,"27",$68490.00,"Y","N",,"N","N","N"
"810675835RR0001",2024-12-31 00:00:00,"27",$82680.00,"Y","N",,"N","Y","N"
"810731190RR0001",2024-12-31 00:00:00,"27",$24025.00,"Y","N",,"N","N","N"
"810758896RR0001",2024-12-31 00:00:00,"27",$95345.00,"Y","N",,"Y","N","N"
"810873372RR0001",2024-3-31 00:00:00,"27",$5000.00,"N","N",,"N","N","N"
"810954743RR0001",2024-12-31 00:00:00,"27",$1116729.00,"Y","N",,"N","N","N"
"810956565RR0001",2024-7-2 00:00:00,"27",$4889668.00,"Y","N",,"N","N","N"
"811037696RR0001",2024-8-31 00:00:00,"27",$263000.00,"Y","N",,"N","N","N"
"811073337RR0001",2024-6-30 00:00:00,"27",$70642.00,"Y","N",,"N","N","N"
"811116813RR0001",2024-3-31 00:00:00,"27",$13966654.00,"N","Y",$12625421.00,"Y","Y","N"
"811131317RR0001",2024-12-31 00:00:00,"27",$23963.00,"Y","N",,"N","Y","N"
"811227982RR0001",2024-12-31 00:00:00,"27",$22555.00,"Y","N",,"N","Y","N"
"811264985RR0001",2024-12-31 00:00:00,"27",$3084423.00,"Y","N",,"N","N","N"
"811274307RR0002",2024-6-30 00:00:00,"27",$10528.00,"Y","N",,"Y","N","N"
"811313568RR0001",2024-12-31 00:00:00,"27",$14588.00,"Y","N",,"N","N","N"
"811438969RR0001",2024-12-31 00:00:00,"27",$251907.00,"Y","N",,"Y","Y","N"
"811462167RR0001",2024-4-30 00:00:00,"27",$0.00,"N","N",,"N","Y","N"
"811462894RR0001",2024-6-30 00:00:00,"27",$36936.00,"Y","N",,"N","N","N"
"811506146RR0001",2024-3-31 00:00:00,"27",$56545.00,"N","N",,"N","Y","N"
"811512680RR0001",2024-12-31 00:00:00,"27",$380000.00,"Y","N",,"N","N","N"
"811578186RR0001",2024-12-31 00:00:00,"27",$32000.00,"Y","N",,"N","Y","Y"
"811587112RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"811611995RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"811664515RR0001",2024-12-31 00:00:00,"27",$3940.00,"Y","N",,"N","Y","N"
"811708304RR0001",2024-3-31 00:00:00,"27",$48495.00,"Y","N",,"N","Y","N"
"811781764RR0001",2024-6-30 00:00:00,"27",$165844.00,"Y","N",,"N","N","N"
"812004323RR0001",2024-12-31 00:00:00,"27",$100000.00,"Y","N",,"N","N","N"
"812095735RR0001",2024-12-31 00:00:00,"27",$36552.00,"N","N",,"Y","N","N"
"812122695RR0001",2024-6-30 00:00:00,"27",$7064.00,"N","N",,"Y","N","N"
"812163087RR0001",2024-6-30 00:00:00,"27",$94221.00,"Y","N",,"N","Y","N"
"812167658RR0001",2024-12-31 00:00:00,"27",$67561.00,"Y","N",,"N","N","N"
"812187177RR0001",2024-6-30 00:00:00,"27",$218302.00,"Y","N",,"N","N","N"
"812210615RR0001",2024-12-31 00:00:00,"27",$72744.00,"Y","N",,"N","N","N"
"812265114RR0001",2024-12-31 00:00:00,"27",$9516.00,"N","N",,"N","Y","N"
"812394849RR0001",2024-12-31 00:00:00,"27",$45168.00,"N","N",,"N","Y","Y"
"812557429RR0001",2024-12-31 00:00:00,"27",$25050.00,"Y","N",,"N","Y","N"
"812561595RR0001",2024-12-31 00:00:00,"27",$131033.00,"Y","N",,"Y","Y","N"
"812563393RR0001",2024-12-31 00:00:00,"27",$6769.00,"N","N",,"N","N","N"
"812613909RR0001",2024-12-31 00:00:00,"27",,,"N",,"Y","Y","N"
"812741981RR0001",2024-12-31 00:00:00,"27",$193165.00,"N","N",,"N","Y","N"
"812778702RR0001",2024-12-31 00:00:00,"27",$364100.00,"Y","N",,"N","Y","N"
"812816825RR0001",2024-8-31 00:00:00,"27",,"N","N",,"N","Y","N"
"812864171RR0001",2024-12-31 00:00:00,"27",$3203.00,"Y","N",,"N","N","N"
"813008067RR0001",2024-3-31 00:00:00,"27",$12238.00,"N","N",,"N","Y","N"
"813022373RR0001",2024-6-30 00:00:00,"27",$87989.00,"Y","N",,"N","Y","N"
"813058534RR0001",2024-12-31 00:00:00,"27",$23948.00,"Y","N",,"N","Y","N"
"813150984RR0001",2024-12-31 00:00:00,"27",$0.00,"N","N",,"N","N","N"
"813175957RR0001",2024-9-30 00:00:00,"27",$993934.00,"Y","N",,"N","N","N"
"813205077RR0001",2024-12-31 00:00:00,"27",$167345.00,"Y","N",,"N","N","N"
"813262409RR0001",2024-7-31 00:00:00,"27",$34964.00,"N","N",,"Y","Y","N"
"813278272RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","Y","N"
"813337987RR0001",2024-8-31 00:00:00,"27",$23016.00,"N","N",,"N","Y","N"
"813562667RR0001",2024-6-30 00:00:00,"27",$2758.00,"N","N",,"N","Y","N"
"813563665RR0001",2024-3-31 00:00:00,"27",$3172706.00,"Y","N",,"N","N","N"
"813604683RR0001",2024-4-30 00:00:00,"27",$9258.00,"N","N",,"Y","Y","N"
"813643152RR0001",2024-12-31 00:00:00,"27",$5612.00,"Y","N",,"N","N","N"
"813770229RR0001",2024-12-31 00:00:00,"27",$7000.00,"N","N",,"N","Y","N"
"813790078RR0001",2024-12-31 00:00:00,"27",$212938.00,"Y","N",,"N","Y","N"
"813857489RR0001",2024-6-30 00:00:00,"27",$3842.00,"N","N",,"N","Y","N"
"813870334RR0001",2024-9-30 00:00:00,"27",$75442.00,"N","N",,"N","Y","N"
"813913829RR0001",2024-7-31 00:00:00,"27",$586494.00,"Y","N",,"N","N","N"
"814030318RR0001",2024-12-31 00:00:00,"27",$288695.00,"Y","N",,"Y","Y","N"
"814094173RR0001",2024-12-31 00:00:00,"27",$10809.00,"N","N",,"N","N","N"
"814157608RR0001",2024-12-31 00:00:00,"27",$5000.00,"Y","N",,"N","N","N"
"814164323RR0001",2024-12-31 00:00:00,"27",$28378.00,"Y","N",,"Y","Y","Y"
"814213674RR0001",2024-10-31 00:00:00,"27",$64611.00,"N","N",,"N","Y","N"
"814293791RR0001",2024-5-31 00:00:00,"27",$6270.00,"Y","N",,"N","N","N"
"814308656RR0001",2024-12-31 00:00:00,"27",$77042.00,"Y","N",,"N","Y",
"814344537RR0001",2024-12-31 00:00:00,"27",$12452.00,"N","N",,"N","Y","N"
"814420238RR0001",2024-12-31 00:00:00,"27",$89414.00,"Y","N",,"N","N","N"
"814422267RR0001",2024-6-30 00:00:00,"27",$67202.00,"N","N",,"Y","Y","N"
"814461323RR0001",2024-8-31 00:00:00,"27",$17968.00,"Y",,,,,
"814467627RR0001",2024-12-31 00:00:00,"27",,"N","N",,"Y","Y","N"
"814544201RR0001",2024-12-31 00:00:00,"27",$28290.00,"N","N",,"N","Y","Y"
"814622106RR0001",2024-12-31 00:00:00,"27",$13344.00,"N","N",,"N","Y","N"
"814623302RR0001",2024-12-31 00:00:00,"27",$594691.00,"Y","N",,"N","N","N"
"814686630RR0001",2024-1-31 00:00:00,"27",$49600.00,"Y","N",,"N","Y","N"
"814687620RR0001",2024-3-31 00:00:00,"27",$240961.00,"Y","N",,"Y","N","N"
"814717146RR0001",2024-12-31 00:00:00,"27",$695906.00,"N","N",,"N","N","N"
"814906301RR0001",2024-12-31 00:00:00,"27",$23494.00,"N","N",,"N","N","N"
"815029145RR0001",2024-12-31 00:00:00,"27",$1827805.00,"Y","N",,"N","N","N"
"815115209RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","Y","N"
"815172838RR0001",2024-12-31 00:00:00,"27",$71941.00,"Y","N",,"Y","Y","N"
"815181979RR0001",2024-12-31 00:00:00,"27",$1992.00,"N","N",,"N","N","N"
"815258793RR0001",2024-1-31 00:00:00,"27",$9986.00,"Y","N",,"N","N","N"
"815260476RR0001",2024-12-31 00:00:00,"27",$17035.00,"Y","N",,"N","Y",
"815294046RR0001",2024-12-31 00:00:00,"27",$35455.00,"N","N",,"N","Y","N"
"815309414RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","Y","Y"
"815435961RR0001",2024-8-31 00:00:00,"27",$1200.00,"N","N",,"N","N","N"
"815441563RR0001",2024-12-31 00:00:00,"27",$107023.00,"Y","N",,"N","Y","N"
"815449079RR0001",2024-3-31 00:00:00,"27",$12823.00,"Y","N",,"N","N","N"
"815450077RR0001",2024-12-31 00:00:00,"27",$125740.00,"Y","N",,"N","N","N"
"815450879RR0001",2024-12-31 00:00:00,"27",$31160.00,"Y","N",,"N","Y","N"
"815475827RR0001",2024-9-30 00:00:00,"27",$165795.00,"Y","N",,"N","Y","N"
"815500558RR0001",2024-12-31 00:00:00,"27",$2366915.00,"Y","N",,"Y","Y","N"
"815534193RR0001",2024-12-31 00:00:00,"27",$75000.00,"Y","N",,"N","N","N"
"815534524RR0001",2024-12-31 00:00:00,"27",$58300.00,"N","N",,"N","N","N"
"815536347RR0001",2024-6-30 00:00:00,"27",$69735.00,"Y","N",,"Y","Y","N"
"815551866RR0001",2024-3-31 00:00:00,"27",$32084.00,"Y","N",,"N","Y","N"
"815568480RR0001",2024-6-30 00:00:00,"27",$24159.00,"N","N",,"N","N","N"
"815589726RR0001",2024-8-31 00:00:00,"27",$12834.00,"N","N",,"Y","Y","N"
"815591110RR0001",2024-12-31 00:00:00,"27",$1457.00,"Y","N",,"Y","Y","N"
"815616099RR0001",2024-4-30 00:00:00,"27",$288287.00,"Y","N",,"N","N","N"
"815788476RR0001",2024-12-31 00:00:00,"27",$120887.00,"N","N",,"N","Y","N"
"815862008RR0001",2024-6-30 00:00:00,"27",,"N","N",,"N","N","N"
"815927124RR0001",2024-6-30 00:00:00,"27",$2831.00,"Y","N",,"N","N","N"
"815949607RR0001",2024-12-31 00:00:00,"27",$376278.00,,"N",,"N","Y","Y"
"815966429RR0001",2024-12-31 00:00:00,"27",$22085.00,"N","N",,"N","Y","N"
"816009252RR0001",2024-8-31 00:00:00,"27",$141978.00,"N","N",,"N","Y","Y"
"816076244RR0001",2024-12-31 00:00:00,"27",$15853.00,"Y","N",,"N","N","N"
"816151658RR0001",2024-12-31 00:00:00,"27",$5603.00,"Y","N",,"N","N","N"
"816167332RR0001",2024-12-31 00:00:00,"27",$4575.00,"N","N",,"N","N","N"
"816196950RR0001",2024-6-30 00:00:00,"27",,"N","N",,"N","N","N"
"816206429RR0001",2024-2-28 00:00:00,"27",$854485.00,"Y","N",,"Y","Y","N"
"816280531RR0001",2024-3-31 00:00:00,"27",$6050.00,"Y","N",,"N","Y","N"
"816346688RR0001",2024-6-30 00:00:00,"27",$11172.00,"N","N",,"N","N","N"
"816351696RR0001",2024-12-31 00:00:00,"27",$3000.00,"Y","N",,"N","Y","N"
"816384291RR0001",2024-12-31 00:00:00,"27",$379047.00,"N","N",,"Y","Y","N"
"816420228RR0001",2024-12-31 00:00:00,"27",$4389108.00,"Y","N",,"N","N","N"
"816442172RR0001",2024-12-31 00:00:00,"27",$65750.00,"Y","N",,"N","N","N"
"816490940RR0001",2024-12-31 00:00:00,"27",$341079.00,"Y","N",,"N","N","N"
"816519243RR0001",2024-12-31 00:00:00,"27",$42293.00,"Y","N",,"N","N","N"
"816537732RR0001",2024-12-31 00:00:00,"27",$27316.00,"N","N",,"Y","N","N"
"816563688RR0001",2024-12-31 00:00:00,"27",$17973.00,"N","N",,"N","N","N"
"816589287RR0001",2024-12-31 00:00:00,"27",$12000.00,"N","N",,"Y","N","N"
"816817829RR0001",2024-12-31 00:00:00,"27",$792131.00,"Y","N",,"N","N","N"
"816860050RR0001",2024-6-30 00:00:00,"27",$44557.00,"Y","N",,"N","Y","N"
"816987481RR0001",2024-12-31 00:00:00,"27",$4660.00,"Y","N",,"N","N","N"
"817007024RR0001",2024-12-31 00:00:00,"27",$25307.00,"N","N",,"N","Y","N"
"817058225RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"817250459RR0001",2024-12-31 00:00:00,"27",$232583.00,"N","N",,"Y","Y","N"
"817268535RR0001",2024-3-31 00:00:00,"27",$118231.00,"Y","N",,"Y","Y","N"
"817317993RR0001",2024-12-31 00:00:00,"27",$37056.00,"Y","N",,"N","N","N"
"817387277RR0001",2024-12-31 00:00:00,"27",$1119461352.00,"Y","N",,"Y","N","N"
"817481575RR0001",2024-12-31 00:00:00,"27",$106447.00,"N","N",,"Y","Y","N"
"817567928RR0001",2024-12-31 00:00:00,"27",$9489.00,"N","N",,"N","N","N"
"817594161RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"817605025RR0001",2024-12-31 00:00:00,"27",$15000.00,"N","N",,"N","Y","N"
"817698269RR0001",2024-6-30 00:00:00,"27",$10819.00,"Y","N",,"N","N","N"
"817720071RR0001",2024-12-31 00:00:00,"27",$33481.00,"Y","N",,"N","N","N"
"817723810RR0001",2024-12-31 00:00:00,"27",$48485.00,"N","N",,"N","Y","N"
"817776479RR0001",2024-12-31 00:00:00,"27",$97076.00,"N","N",,"Y","Y","N"
"817816614RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","N"
"817847379RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"817956709RR0001",2024-12-31 00:00:00,"27",$84730.00,"N","N",,"N","N","N"
"817998503RR0001",2024-12-31 00:00:00,"27",$2919057.00,"Y","N",,"N","N","N"
"818010738RR0001",2024-12-31 00:00:00,"27",$198799.00,"N","N",,"N","N","Y"
"818119208RR0001",2024-12-31 00:00:00,"27",,"N","N",,"Y","Y","N"
"818173031RR0001",2024-9-30 00:00:00,"27",$645408.00,"N","N",,"N","Y","N"
"818185522RR0001",2024-12-31 00:00:00,"27",$922.00,"N","N",,"N","N","N"
"818193278RR0001",2024-10-31 00:00:00,"27",$1700.00,"N","N",,"N","Y","N"
"818222275RR0001",2024-12-31 00:00:00,"27",$1519633.00,"Y","N",,"Y","Y","N"
"818335390RR0001",2024-12-31 00:00:00,"27",$3407543.00,"Y","N",,"N","N","N"
"818372682RR0001",2024-12-31 00:00:00,"27",$82825.00,"N","N",,"N","Y","Y"
"818401077RR0001",2024-3-31 00:00:00,"27",$2300.00,"N","N",,"N","N","N"
"818501041RR0001",2024-9-30 00:00:00,"27",,"Y","N",,"N","N","N"
"818595274RR0001",2024-3-31 00:00:00,"27",$660.00,"N","N",,"N","N","N"
"818673006RR0001",2024-8-31 00:00:00,"27",$266632.00,"N","N",,"N","Y","N"
"818683146RR0001",2024-12-31 00:00:00,"27",$82275.00,"Y","N",,"N","Y","N"
"818686768RR0001",2024-12-31 00:00:00,"27",$1388.00,"Y","N",,"N","Y","N"
"818767162RR0001",2024-5-31 00:00:00,"27",$61329.00,"N","N",,"Y","Y","N"
"818847535RR0001",2024-12-31 00:00:00,"27",$1200.00,"N","N",,"N","Y","N"
"819043670RR0001",2024-12-31 00:00:00,"27",$16590.00,"N","N",,"N","Y","N"
"819075557RR0001",2024-12-31 00:00:00,"27",$250703.00,"Y","N",,"Y","Y","N"
"819155417RR0001",2024-12-31 00:00:00,"27",$1000.00,"Y","N",,"N","N","N"
"819156704RR0001",2024-3-31 00:00:00,"27",$4523.00,"N","N",,"N","Y","N"
"819171133RR0001",2024-5-31 00:00:00,"27",$3028.00,"N","N",,"N","Y","Y"
"819192477RR0001",2024-5-31 00:00:00,"27",$0.00,"N","N",,"Y","Y","N"
"819192790RR0001",2024-12-31 00:00:00,"27",,"N","N",,"Y","Y","N"
"819263633RR0001",2024-12-31 00:00:00,"27",$70006.00,"Y","N",,"N","N","N"
"819308164RR0001",2024-12-31 00:00:00,"27",$0.00,"N","N",,"N","N","N"
"819326299RR0001",2024-12-31 00:00:00,"27",$90050.00,"Y","N",,"N","Y","N"
"819329624RR0001",2024-6-30 00:00:00,"27",$194700.00,"N","N",,"Y","N","N"
"819539966RR0001",2024-12-31 00:00:00,"27",$0.00,"N","N",,"N","Y","N"
"819550245RR0001",2024-12-31 00:00:00,"27",$51613.00,"N","N",,"N","Y","Y"
"819557349RR0001",2024-12-31 00:00:00,"27",$5704.00,"N","N",,"N","N","N"
"819599234RR0001",2024-12-31 00:00:00,"27",$2610.00,"N","N",,,"Y","N"
"819624701RR0001",2024-12-31 00:00:00,"27",$59604.00,"Y","N",,"N","N","N"
"819665860RR0001",2024-3-31 00:00:00,"27",$429.00,"N","N",,"N","N","N"
"819682246RR0001",2024-12-31 00:00:00,"27",$5320.00,"Y","N",,"N","N","N"
"819755299RR0001",2024-3-31 00:00:00,"27",$139039.00,"Y","N",,"N","N","N"
"819828203RR0001",2024-12-31 00:00:00,"27",$27441.00,"Y","N",,"N","N","N"
"819880451RR0001",2024-12-31 00:00:00,"27",$93611.00,"N","N",,"N","Y","N"
"819930595RR0001",2024-12-31 00:00:00,"27",$19698.00,,,,,,
"819987140RR0001",2024-12-31 00:00:00,"27",$78044.00,"N","N",,"Y","Y","N"
"820035137RR0001",2024-7-31 00:00:00,"27",$10066.00,"N","N",,"N","Y","N"
"820164085RR0002",2024-2-28 00:00:00,"27",$12284.00,"N","N",,"Y","N","N"
"820320448RR0001",2024-9-30 00:00:00,"27",$179207.00,"Y","N",,"N","N","N"
"820329167RR0001",2024-12-31 00:00:00,"27",$94870.00,"N","N",,"N","Y","N"
"820345734RR0001",2024-12-31 00:00:00,"27",$11993.00,"Y","N",,"N","Y","N"
"820387140RR0001",2024-9-25 00:00:00,"27",$85316.00,"Y","N",,"N","N","N"
"820398675RR0001",2024-12-31 00:00:00,"27",$26500.00,"N","N",,"N","N","N"
"820406650RR0001",2024-3-31 00:00:00,"27",$4500.00,"N","N",,"N","N","N"
"820455939RR0001",2024-12-31 00:00:00,"27",$138102.00,"Y","N",,"Y","Y","N"
"820506244RR0001",2024-6-30 00:00:00,"27",$3402.00,"N","N",,"N","Y","N"
"820541555RR0001",2024-8-31 00:00:00,"27",$27442.00,"N","N",,"Y","Y","N"
"820593416RR0001",2024-3-31 00:00:00,"27",,,"N",,"N","Y","N"
"820670354RR0001",2024-12-31 00:00:00,"27",$162173.00,"N","N",,"N","Y","N"
"820686632RR0001",2024-3-31 00:00:00,"27",$44829.00,"N","N",,"N","Y","N"
"820782126RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","Y"
"820787992RR0001",2024-12-31 00:00:00,"27",$0.00,"N","N",,"N","Y","N"
"821094273RR0001",2024-12-31 00:00:00,"27",$23359.00,"N","N",,"N","Y","N"
"821102910RR0001",2024-12-31 00:00:00,"27",$24100.00,"Y",,,,,
"821113644RR0001",2024-6-30 00:00:00,"27",$26611.00,"N","N",,"Y","N","N"
"821272747RR0001",2024-12-31 00:00:00,"27",$674283.00,"Y","N",,"N","N","N"
"821434347RR0001",2024-3-31 00:00:00,"27",$90676.00,"Y","N",,"N","Y","N"
"821453503RR0001",2024-12-31 00:00:00,"27",$72733.00,"N","N",,"Y","N","N"
"821549391RR0001",2024-12-31 00:00:00,"27",$17363057.00,"Y","Y",$950575.00,"N","N","N"
"821583176RR0001",2024-12-31 00:00:00,"27",$413850.00,"Y","N",,"Y","Y","N"
"821672581RR0001",2024-12-31 00:00:00,"27",$34540.00,"N","N",,"N","Y","Y"
"821780129RR0001",2024-5-31 00:00:00,"27",$6055.00,"N","N",,"N","Y","N"
"821896875RR0001",2024-12-31 00:00:00,"27",$67529490.00,"Y","N",,"Y","Y","N"
"821901352RR0001",2024-1-31 00:00:00,"27",$64594.00,"N","N",,"N","N","N"
"821981024RR0001",2024-3-31 00:00:00,"27",$11800.00,"Y","N",,"N","N","N"
"822138277RR0001",2024-12-31 00:00:00,"27",$1959229.00,"Y","N",,"Y","N","N"
"822156717RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"822174140RR0001",2024-12-31 00:00:00,"27",$32753.00,"Y","N",,"N","N","N"
"822245098RR0001",2024-12-31 00:00:00,"27",$588641.00,"Y","N",,"N","Y","N"
"822300596RR0001",2024-12-31 00:00:00,"27",$34704.00,"Y","N",,"Y","N","N"
"822304606RR0001",2024-12-31 00:00:00,"27",$10638.00,"N","N",,"N","Y","N"
"822327151RR0001",2024-7-31 00:00:00,"27",$107420.00,"N","N",,"N","N",
"822391744RR0001",2024-12-31 00:00:00,"27",$109500.00,"Y","N",,"N","N","N"
"822458477RR0001",2024-12-31 00:00:00,"27",$94582.00,"Y","N",,"N","Y","N"
"822460929RR0001",2024-12-31 00:00:00,"27",,"Y",,,,,
"822468476RR0001",2024-6-30 00:00:00,"27",$1391345.00,"N","N",,"Y","Y","N"
"822523288RR0001",2024-12-31 00:00:00,"27",$531834.00,"Y","N",,"N","N","N"
"822582078RR0001",2024-12-31 00:00:00,"27",$101936.00,"Y","N",,"Y","Y","N"
"822616504RR0001",2024-8-31 00:00:00,"27",$23741.00,"Y","N",,"N","N","N"
"822816237RR0001",2024-2-28 00:00:00,"27",$1000.00,"Y","N",,"N","N","N"
"822847026RR0001",2024-12-31 00:00:00,"27",$97338.00,"N","N",,"N","N","N"
"822962205RR0001",2024-12-31 00:00:00,"27",$449446.00,"Y","N",,"N","N","N"
"823009766RR0001",2024-12-31 00:00:00,"27",$0.00,"N","N",,"N","N","N"
"823038039RR0001",2024-12-31 00:00:00,"27",$75585.00,"N","N",,"N","Y","Y"
"823047014RR0001",2024-12-31 00:00:00,"27",,"N","N",,"Y","Y","N"
"823095518RR0001",2024-4-30 00:00:00,"27",$3785.00,"Y","N",,"N","Y","N"
"823103858RR0001",2024-1-15 00:00:00,"27",$8047200.00,"N","N",,"N","Y","Y"
"823130844RR0001",2024-12-31 00:00:00,"27",$44245.00,"N","N",,"N","N","N"
"823140611RR0001",2024-12-31 00:00:00,"27",$24876.00,"N","N",,"N","Y","N"
"823287677RR0001",2024-5-31 00:00:00,"27",$236.00,"N","N",,"N","Y","N"
"823405527RR0001",2024-12-31 00:00:00,"27",$96398.00,"Y","N",,"N","Y","N"
"823439443RR0001",2024-12-31 00:00:00,"27",$3347289.00,"N","N",,"N","N","N"
"823482310RR0001",2024-3-31 00:00:00,"27",$440078.00,"N","N",,"Y","Y","N"
"823498159RR0001",2024-12-31 00:00:00,"27",$38416.00,"Y","N",,"N","N","N"
"823523378RR0001",2024-12-31 00:00:00,"27",$190.00,"Y","N",,"N","N","N"
"823621909RR0001",2024-12-31 00:00:00,"27",$25517.00,"Y","N",,"Y","N","N"
"823635693RR0001",2024-12-31 00:00:00,"27",$82142.00,"Y","N",,"N","Y","N"
"823830849RR0001",2024-12-31 00:00:00,"27",$7860.00,"N","N",,"N","Y","Y"
"823951843RR0001",2024-5-31 00:00:00,"27",$12000.00,"Y","N",,"Y","Y","N"
"824000400RR0001",2024-12-31 00:00:00,"27",$13587.00,"N","N",,"Y","N","N"
"824115778RR0001",2024-12-31 00:00:00,"27",,,"N",,"Y","Y","N"
"824118335RR0001",2024-7-31 00:00:00,"27",,"N","N",,"N","N",
"824164669RR0001",2024-12-31 00:00:00,"27",$7500.00,"Y","N",,"N","N","N"
"824213219RR0001",2024-4-30 00:00:00,"27",$282995.00,"Y","N",,"Y","Y","N"
"824221220RR0001",2024-12-31 00:00:00,"27",$13694.00,"N","N",,"N","Y","Y"
"824289029RR0001",2024-12-31 00:00:00,"27",$5243.00,"N","N",,"Y","Y","N"
"824296552RR0001",2024-6-30 00:00:00,"27",$42687.00,"N","N",,"Y","N","N"
"824359392RR0001",2024-12-31 00:00:00,"27",$15337.00,"Y","N",,"N","N","N"
"824435648RR0001",2024-12-31 00:00:00,"27",,"Y","N",,"N","N","N"
"824446538RR0001",2024-12-31 00:00:00,"27",$137000.00,"Y","N",,"N","N","N"
"824484240RR0001",2024-12-31 00:00:00,"27",$88206.00,"Y","N",,"N","Y","N"
"824536726RR0001",2024-5-31 00:00:00,"27",$90444.00,"Y","N",,"N","Y","N"
"824556195RR0001",2024-12-31 00:00:00,"27",,"N","N",,"N","N","Y"
"824640643RR0001",2024-12-31 00:00:00,"27",$22396.00,,"N",,,"Y",
"824675623RR0001",2024-12-31 00:00:00,"27",$1.00,"N","N",,"N","N","N"
"824714513RR0001",2024-12-31 00:00:00,"27",$12620.00,"Y","N",,"N","Y","N"
"824727978RR0001",2024-12-31 00:00:00,"27",$27964.00,"Y","N",,"N","N","N"
