"BN/Registration number","Fiscal period end","Form ID","Sequence number","Charity's Program Country Code"
"140388281RR0001",2024-7-31 00:00:00,"27",1,"ET"
"140442559RR0001",2024-12-31 00:00:00,"27",1,"GT"
"140470253RR0001",2024-12-31 00:00:00,"27",1,"VN"
"140482035RR0001",2024-6-30 00:00:00,"27",1,"FR"
"140482035RR0001",2024-6-30 00:00:00,"27",2,"MG"
"140482035RR0001",2024-6-30 00:00:00,"27",3,"IT"
"140707282RR0001",2024-12-31 00:00:00,"27",1,"DO"
"140707282RR0001",2024-12-31 00:00:00,"27",2,"HT"
"140729153RR0001",2024-12-31 00:00:00,"27",1,"ZW"
"140729153RR0001",2024-12-31 00:00:00,"27",2,"QM"
"140729153RR0001",2024-12-31 00:00:00,"27",3,"CU"
"140729153RR0001",2024-12-31 00:00:00,"27",4,"PE"
"140729153RR0001",2024-12-31 00:00:00,"27",5,"KE"
"140729153RR0001",2024-12-31 00:00:00,"27",6,"MZ"
"140729153RR0001",2024-12-31 00:00:00,"27",7,"IN"
"140729153RR0001",2024-12-31 00:00:00,"27",8,"CN"
"140729153RR0001",2024-12-31 00:00:00,"27",9,"CM"
"140729153RR0001",2024-12-31 00:00:00,"27",10,"US"
"140774472RR0001",2024-12-31 00:00:00,"27",1,"US"
"140774514RR0001",2024-6-30 00:00:00,"27",1,"KE"
"140774514RR0001",2024-6-30 00:00:00,"27",2,"US"
"140803859RR0001",2024-12-31 00:00:00,"27",1,"LB"
"140803859RR0001",2024-12-31 00:00:00,"27",2,"EG"
"140803859RR0001",2024-12-31 00:00:00,"27",3,"US"
"140803859RR0001",2024-12-31 00:00:00,"27",4,"MY"
"140803859RR0001",2024-12-31 00:00:00,"27",5,"KR"
"140815267RR0001",2024-12-31 00:00:00,"27",1,"ES"
"140815267RR0001",2024-12-31 00:00:00,"27",2,"NL"
"140815267RR0001",2024-12-31 00:00:00,"27",3,"DE"
"140815267RR0001",2024-12-31 00:00:00,"27",4,"KR"
"140815267RR0001",2024-12-31 00:00:00,"27",5,"QP"
"140815267RR0001",2024-12-31 00:00:00,"27",6,"PL"
"140815267RR0001",2024-12-31 00:00:00,"27",7,"MX"
"140815267RR0001",2024-12-31 00:00:00,"27",8,"QS"
"140913773RR0001",2024-12-31 00:00:00,"27",1,"TR"
"140913773RR0001",2024-12-31 00:00:00,"27",2,"QS"
"140913773RR0001",2024-12-31 00:00:00,"27",3,"GB"
"140943176RR0001",2024-6-30 00:00:00,"27",1,"IT"
"140943176RR0001",2024-6-30 00:00:00,"27",2,"DK"
"140943176RR0001",2024-6-30 00:00:00,"27",3,"FR"
"140943176RR0001",2024-6-30 00:00:00,"27",4,"QR"
"140943176RR0001",2024-6-30 00:00:00,"27",5,"QP"
"141050708RR0001",2024-12-31 00:00:00,"27",1,"BR"
"141050708RR0001",2024-12-31 00:00:00,"27",2,"NA"
"141050708RR0001",2024-12-31 00:00:00,"27",3,"PH"
"141050708RR0001",2024-12-31 00:00:00,"27",4,"RW"
"141076349RR0001",2024-8-31 00:00:00,"27",1,"DO"
"141110155RR0001",2024-3-31 00:00:00,"27",1,"CI"
"141110155RR0001",2024-3-31 00:00:00,"27",2,"CD"
"141110155RR0001",2024-3-31 00:00:00,"27",3,"ID"
"141110155RR0001",2024-3-31 00:00:00,"27",4,"RU"
"141110155RR0001",2024-3-31 00:00:00,"27",5,"KG"
"141110155RR0001",2024-3-31 00:00:00,"27",6,"PH"
"141110155RR0001",2024-3-31 00:00:00,"27",7,"SL"
"141110155RR0001",2024-3-31 00:00:00,"27",8,"UA"
"141110155RR0001",2024-3-31 00:00:00,"27",9,"UZ"
"141110155RR0001",2024-3-31 00:00:00,"27",10,"QR"
"141110155RR0001",2024-3-31 00:00:00,"27",11,"QS"
"141110155RR0001",2024-3-31 00:00:00,"27",12,"JM"
"141141523RR0001",2024-12-31 00:00:00,"27",1,"KH"
"141160267RR0001",2024-12-31 00:00:00,"27",1,"IN"
"141160267RR0001",2024-12-31 00:00:00,"27",2,"IL"
"141229039RR0001",2024-3-31 00:00:00,"27",1,"US"
"141425223RR0001",2024-5-31 00:00:00,"27",1,"NL"
"141672238RR0001",2024-3-31 00:00:00,"27",1,"BJ"
"141672238RR0001",2024-3-31 00:00:00,"27",2,"CI"
"141672238RR0001",2024-3-31 00:00:00,"27",3,"GN"
"141672238RR0001",2024-3-31 00:00:00,"27",4,"SN"
"141672238RR0001",2024-3-31 00:00:00,"27",5,"TG"
"141673699RR0001",2024-6-30 00:00:00,"27",1,"HT"
"142413798RR0001",2024-6-30 00:00:00,"27",1,"QP"
"143004349RR0001",2024-12-31 00:00:00,"27",1,"RO"
"143450229RR0001",2024-6-30 00:00:00,"27",1,"FR"
"143450229RR0001",2024-6-30 00:00:00,"27",2,"QP"
"144035680RR0001",2024-6-30 00:00:00,"27",1,"FR"
"144035680RR0001",2024-6-30 00:00:00,"27",2,"BE"
"144035680RR0001",2024-6-30 00:00:00,"27",3,"HU"
"144035680RR0001",2024-6-30 00:00:00,"27",4,"DE"
"700635493RR0001",2024-6-30 00:00:00,"27",1,"QR"
"701372542RR0001",2024-12-31 00:00:00,"27",1,"UG"
"701519092RR0001",2024-12-31 00:00:00,"27",1,"UG"
"701554891RR0001",2024-3-31 00:00:00,"27",1,"PH"
"701953689RR0001",2024-12-31 00:00:00,"27",1,"QS"
"702079542RR0001",2024-12-31 00:00:00,"27",1,"US"
"703777086RR0001",2024-12-31 00:00:00,"27",1,"CN"
"703777086RR0001",2024-12-31 00:00:00,"27",2,"AE"
"704212133RR0002",2024-12-31 00:00:00,"27",1,"ZW"
"704438530RR0001",2024-12-31 00:00:00,"27",1,"KE"
"704438530RR0001",2024-12-31 00:00:00,"27",2,"US"
"704438530RR0001",2024-12-31 00:00:00,"27",3,"GT"
"704443530RR0001",2024-12-31 00:00:00,"27",1,"CD"
"704463801RR0001",2024-12-31 00:00:00,"27",1,"ZM"
"704463801RR0001",2024-12-31 00:00:00,"27",2,"ZW"
"704698521RR0001",2024-12-31 00:00:00,"27",1,"ET"
"704751676RR0001",2024-12-31 00:00:00,"27",1,"GH"
"704751676RR0001",2024-12-31 00:00:00,"27",2,"LK"
"705085314RR0001",2024-12-31 00:00:00,"27",1,"UG"
"705380889RR0001",2024-3-31 00:00:00,"27",1,"HT"
"705733012RR0001",2024-12-31 00:00:00,"27",1,"UG"
"705738276RR0001",2024-5-31 00:00:00,"27",1,"BO"
"705841492RR0001",2024-12-31 00:00:00,"27",1,"AE"
"705841492RR0001",2024-12-31 00:00:00,"27",2,"JP"
"705841492RR0001",2024-12-31 00:00:00,"27",3,"MN"
"706313889RR0001",2024-9-30 00:00:00,"27",1,"IR"
"706393519RR0001",2024-12-31 00:00:00,"27",1,"PH"
"706654878RR0001",2024-12-31 00:00:00,"27",1,"PH"
"706719523RR0001",2024-12-31 00:00:00,"27",1,"KE"
"706727724RR0001",2024-4-30 00:00:00,"27",1,"PH"
"706860707RR0001",2024-12-31 00:00:00,"27",1,"KE"
"707288106RR0001",2024-12-31 00:00:00,"27",1,"CD"
"707311528RR0001",2024-12-31 00:00:00,"27",1,"ZA"
"707766721RR0001",2024-12-31 00:00:00,"27",1,"PH"
"707970208RR0001",2024-8-31 00:00:00,"27",1,"GH"
"707970935RR0001",2024-12-31 00:00:00,"27",1,"HT"
"708063128RR0001",2024-6-30 00:00:00,"27",1,"EC"
"708211321RR0001",2024-12-31 00:00:00,"27",1,"BR"
"708311600RR0001",2024-12-31 00:00:00,"27",1,"MX"
"708616131RR0001",2024-6-30 00:00:00,"27",1,"IL"
"708616131RR0001",2024-6-30 00:00:00,"27",2,"QP"
"709874879RR0001",2024-12-31 00:00:00,"27",1,"GH"
"709905715RR0001",2024-12-31 00:00:00,"27",1,"PK"
"710079484RR0001",2024-1-30 00:00:00,"27",1,"UG"
"710120734RR0001",2024-12-31 00:00:00,"27",1,"BD"
"710120734RR0001",2024-12-31 00:00:00,"27",2,"PK"
"710120734RR0001",2024-12-31 00:00:00,"27",3,"PH"
"710120734RR0001",2024-12-31 00:00:00,"27",4,"US"
"710477878RR0001",2024-12-31 00:00:00,"27",1,"HT"
"710722919RR0001",2024-3-31 00:00:00,"27",1,"NI"
"710942954RR0001",2024-12-31 00:00:00,"27",1,"PH"
"710942954RR0001",2024-12-31 00:00:00,"27",2,"SA"
"711007088RR0001",2024-12-31 00:00:00,"27",1,"JO"
"711011890RR0001",2024-12-31 00:00:00,"27",1,"IN"
"711102327RR0001",2024-12-31 00:00:00,"27",1,"US"
"711525345RR0001",2024-9-30 00:00:00,"27",1,"NG"
"711555490RR0001",2024-6-30 00:00:00,"27",1,"ET"
"712161884RR0001",2024-3-31 00:00:00,"27",1,"ET"
"712328335RR0001",2024-6-1 00:00:00,"27",1,"UG"
"712366152RR0001",2024-12-31 00:00:00,"27",1,"GH"
"712366152RR0001",2024-12-31 00:00:00,"27",2,"NG"
"712380286RR0001",2024-12-31 00:00:00,"27",1,"US"
"712795871RR0001",2024-3-31 00:00:00,"27",1,"NG"
"712795871RR0001",2024-3-31 00:00:00,"27",2,"GH"
"713026342RR0001",2024-12-31 00:00:00,"27",1,"UG"
"713039949RR0001",2024-12-31 00:00:00,"27",1,"MG"
"713116937RR0001",2024-12-31 00:00:00,"27",1,"NG"
"713116937RR0001",2024-12-31 00:00:00,"27",2,"CM"
"713155513RR0001",2024-12-31 00:00:00,"27",1,"BO"
"713560944RR0001",2024-12-31 00:00:00,"27",1,"QR"
"713671873RR0001",2024-3-31 00:00:00,"27",1,"BD"
"713718906RR0001",2024-12-31 00:00:00,"27",1,"CM"
"713882702RR0001",2024-12-31 00:00:00,"27",1,"EG"
"714208543RR0001",2024-12-31 00:00:00,"27",1,"QS"
"714585726RR0001",2024-6-30 00:00:00,"27",1,"MU"
"714913670RR0001",2024-12-31 00:00:00,"27",1,"UG"
"715505517RR0001",2024-12-31 00:00:00,"27",1,"QS"
"715514113RR0001",2024-12-31 00:00:00,"27",1,"UG"
"715593075RR0001",2024-12-31 00:00:00,"27",1,"TZ"
"715593075RR0001",2024-12-31 00:00:00,"27",2,"UG"
"715850079RR0001",2024-12-31 00:00:00,"27",1,"HT"
"716186697RR0001",2024-12-31 00:00:00,"27",1,"EG"
"716426093RR0001",2024-12-31 00:00:00,"27",1,"UG"
"716426093RR0001",2024-12-31 00:00:00,"27",2,"QM"
"716478680RR0001",2024-12-31 00:00:00,"27",1,"QR"
"716504535RR0001",2024-12-31 00:00:00,"27",1,"CD"
"716534128RR0001",2024-12-31 00:00:00,"27",1,"UG"
"716584537RR0001",2024-8-31 00:00:00,"27",1,"GB"
"716616875RR0001",2024-12-31 00:00:00,"27",1,"CR"
"717096671RR0001",2024-2-28 00:00:00,"27",1,"PH"
"717867014RR0001",2024-12-31 00:00:00,"27",1,"US"
"718417926RR0001",2024-10-31 00:00:00,"27",1,"US"
"718460298RR0001",2024-12-31 00:00:00,"27",1,"LK"
"718814932RR0001",2024-12-31 00:00:00,"27",1,"PE"
"718899495RR0001",2024-9-30 00:00:00,"27",1,"GT"
"718899495RR0001",2024-9-30 00:00:00,"27",2,"UA"
"718899495RR0001",2024-9-30 00:00:00,"27",3,"EG"
"719020604RR0001",2024-12-31 00:00:00,"27",1,"KE"
"719204919RR0001",2024-12-31 00:00:00,"27",1,"GT"
"719253122RR0001",2024-12-31 00:00:00,"27",1,"PS"
"719253122RR0001",2024-12-31 00:00:00,"27",2,"LB"
"719253122RR0001",2024-12-31 00:00:00,"27",3,"YE"
"719253122RR0001",2024-12-31 00:00:00,"27",4,"TD"
"719253122RR0001",2024-12-31 00:00:00,"27",5,"TR"
"719253122RR0001",2024-12-31 00:00:00,"27",6,"QS"
"719253122RR0001",2024-12-31 00:00:00,"27",7,"PK"
"719253122RR0001",2024-12-31 00:00:00,"27",8,"NE"
"719253122RR0001",2024-12-31 00:00:00,"27",9,"SD"
"719253122RR0001",2024-12-31 00:00:00,"27",10,"MZ"
"719289514RR0001",2024-12-31 00:00:00,"27",1,"CA"
"719322083RR0001",2024-3-31 00:00:00,"27",1,"GA"
"719355513RR0001",2024-12-31 00:00:00,"27",1,"BD"
"719355513RR0001",2024-12-31 00:00:00,"27",2,"MY"
"719355513RR0001",2024-12-31 00:00:00,"27",3,"LB"
"719355711RR0001",2024-12-31 00:00:00,"27",1,"PE"
"719355711RR0001",2024-12-31 00:00:00,"27",2,"PY"
"719355711RR0001",2024-12-31 00:00:00,"27",3,"UG"
"719355711RR0001",2024-12-31 00:00:00,"27",4,"MW"
"719359325RR0001",2024-3-31 00:00:00,"27",1,"LB"
"719518201RR0001",2024-12-31 00:00:00,"27",1,"KH"
"719617870RR0001",2024-12-31 00:00:00,"27",1,"IN"
"719617870RR0001",2024-12-31 00:00:00,"27",2,"GR"
"719617870RR0001",2024-12-31 00:00:00,"27",3,"US"
"719617870RR0001",2024-12-31 00:00:00,"27",4,"GB"
"719617870RR0001",2024-12-31 00:00:00,"27",5,"BR"
"719896482RR0001",2024-12-31 00:00:00,"27",1,"NI"
"720208081RR0001",2024-12-31 00:00:00,"27",1,"KH"
"720365089RR0001",2024-12-31 00:00:00,"27",1,"IN"
"720408111RR0001",2024-12-31 00:00:00,"27",1,"IN"
"720482504RR0001",2024-5-31 00:00:00,"27",1,"CI"
"720704295RR0001",2024-3-31 00:00:00,"27",1,"QP"
"721108322RR0001",2024-12-31 00:00:00,"27",1,"HT"
"721116713RR0001",2024-12-31 00:00:00,"27",1,"UG"
"721116713RR0001",2024-12-31 00:00:00,"27",2,"RW"
"721116713RR0001",2024-12-31 00:00:00,"27",3,"BI"
"721116713RR0001",2024-12-31 00:00:00,"27",4,"CM"
"721116713RR0001",2024-12-31 00:00:00,"27",5,"CD"
"721116713RR0001",2024-12-31 00:00:00,"27",6,"ET"
"721116713RR0001",2024-12-31 00:00:00,"27",7,"KE"
"721116713RR0001",2024-12-31 00:00:00,"27",8,"LR"
"721116713RR0001",2024-12-31 00:00:00,"27",9,"ML"
"721116713RR0001",2024-12-31 00:00:00,"27",10,"MZ"
"721343085RR0001",2024-12-31 00:00:00,"27",1,"KE"
"721343085RR0001",2024-12-31 00:00:00,"27",2,"PE"
"721343085RR0001",2024-12-31 00:00:00,"27",3,"NG"
"721343085RR0001",2024-12-31 00:00:00,"27",4,"QS"
"721343085RR0001",2024-12-31 00:00:00,"27",5,"LK"
"721343085RR0001",2024-12-31 00:00:00,"27",6,"UA"
"721798916RR0001",2024-12-31 00:00:00,"27",1,"NG"
"722031713RR0001",2024-12-31 00:00:00,"27",1,"US"
"722191301RR0001",2024-12-31 00:00:00,"27",1,"EG"
"723034534RR0001",2024-12-31 00:00:00,"27",1,"IN"
"723034534RR0001",2024-12-31 00:00:00,"27",2,"LR"
"723034534RR0001",2024-12-31 00:00:00,"27",3,"NG"
"723034534RR0001",2024-12-31 00:00:00,"27",4,"QS"
"723254934RR0001",2024-12-31 00:00:00,"27",1,"LK"
"723353017RR0001",2024-12-31 00:00:00,"27",1,"ZM"
"723436713RR0001",2024-12-31 00:00:00,"27",1,"GT"
"723646683RR0001",2024-11-30 00:00:00,"27",1,"KE"
"723674495RR0001",2024-6-30 00:00:00,"27",1,"MX"
"724443718RR0001",2024-9-30 00:00:00,"27",1,"KE"
"724835277RR0001",2024-12-31 00:00:00,"27",1,"IN"
"725332712RR0001",2024-3-31 00:00:00,"27",1,"AM"
"725342539RR0001",2024-12-31 00:00:00,"27",1,"HT"
"725342539RR0001",2024-12-31 00:00:00,"27",2,"TH"
"725473672RR0001",2024-12-31 00:00:00,"27",1,"NG"
"725657316RR0001",2024-12-31 00:00:00,"27",1,"UG"
"726026735RR0001",2024-6-30 00:00:00,"27",1,"MW"
"726289739RR0001",2024-12-31 00:00:00,"27",1,"LK"
"726289739RR0001",2024-12-31 00:00:00,"27",2,"MY"
"726289739RR0001",2024-12-31 00:00:00,"27",3,"TH"
"726289739RR0001",2024-12-31 00:00:00,"27",4,"ID"
"727054801RR0001",2024-4-30 00:00:00,"27",1,"BR"
"727867913RR0001",2024-12-31 00:00:00,"27",1,"PH"
"727890683RR0001",2024-12-31 00:00:00,"27",1,"IN"
"728018698RR0001",2024-12-31 00:00:00,"27",1,"MX"
"728152000RR0001",2024-12-31 00:00:00,"27",1,"US"
"728288317RR0001",2024-12-31 00:00:00,"27",1,"MW"
"728631524RR0001",2024-6-30 00:00:00,"27",1,"MX"
"728837337RR0001",2024-12-31 00:00:00,"27",1,"GT"
"729097725RR0001",2024-12-31 00:00:00,"27",1,"VN"
"729217349RR0001",2024-12-31 00:00:00,"27",1,"UG"
"729275073RR0001",2024-12-31 00:00:00,"27",1,"CD"
"729355289RR0001",2024-12-31 00:00:00,"27",1,"IN"
"729708313RR0001",2024-6-30 00:00:00,"27",1,"IQ"
"729708313RR0001",2024-6-30 00:00:00,"27",2,"SY"
"729807131RR0001",2024-12-31 00:00:00,"27",1,"PK"
"729824086RR0001",2024-12-31 00:00:00,"27",1,"UG"
"730087921RR0001",2024-2-2 00:00:00,"27",1,"IN"
"730397718RR0001",2024-12-31 00:00:00,"27",1,"US"
"730627478RR0001",2024-12-31 00:00:00,"27",1,"US"
"730723335RR0001",2024-5-31 00:00:00,"27",1,"US"
"730734712RR0001",2024-12-31 00:00:00,"27",1,"RS"
"731177119RR0001",2024-10-31 00:00:00,"27",1,"QM"
"731432415RR0001",2024-12-31 00:00:00,"27",1,"PK"
"731744801RR0001",2024-12-31 00:00:00,"27",1,"US"
"732083928RR0001",2024-12-31 00:00:00,"27",1,"CM"
"732083928RR0001",2024-12-31 00:00:00,"27",2,"NG"
"732083928RR0001",2024-12-31 00:00:00,"27",3,"MA"
"732323126RR0001",2024-3-31 00:00:00,"27",1,"UA"
"732323126RR0001",2024-3-31 00:00:00,"27",2,"LK"
"732642111RR0001",2024-12-31 00:00:00,"27",1,"EC"
"733400931RR0001",2024-6-1 00:00:00,"27",1,"BR"
"733400931RR0001",2024-6-1 00:00:00,"27",2,"KE"
"733400931RR0001",2024-6-1 00:00:00,"27",3,"RS"
"733400931RR0001",2024-6-1 00:00:00,"27",4,"TR"
"733400931RR0001",2024-6-1 00:00:00,"27",5,"QO"
"733400931RR0001",2024-6-1 00:00:00,"27",6,"SA"
"733908081RR0001",2024-12-31 00:00:00,"27",1,"TZ"
"734254808RR0001",2024-12-31 00:00:00,"27",1,"KH"
"734520695RR0001",2024-6-30 00:00:00,"27",1,"QS"
"734520695RR0001",2024-6-30 00:00:00,"27",2,"ID"
"734615271RR0002",2024-12-31 00:00:00,"27",1,"LR"
"734873524RR0001",2024-12-31 00:00:00,"27",1,"QS"
"734938137RR0001",2024-12-31 00:00:00,"27",1,"US"
"735295487RR0001",2024-6-30 00:00:00,"27",1,"HT"
"735524712RR0001",2024-12-31 00:00:00,"27",1,"MX"
"735595332RR0001",2024-6-30 00:00:00,"27",1,"CO"
"736099292RR0001",2024-12-31 00:00:00,"27",1,"GB"
"736099292RR0001",2024-12-31 00:00:00,"27",2,"US"
"736099292RR0001",2024-12-31 00:00:00,"27",3,"GH"
"736121922RR0001",2024-12-31 00:00:00,"27",1,"MX"
"736199001RR0001",2024-12-31 00:00:00,"27",1,"UA"
"736399536RR0001",2024-12-31 00:00:00,"27",1,"KH"
"736858127RR0001",2024-12-31 00:00:00,"27",1,"PH"
"737415331RR0001",2024-12-31 00:00:00,"27",1,"CN"
"737669721RR0001",2024-12-31 00:00:00,"27",1,"JM"
"737669721RR0001",2024-12-31 00:00:00,"27",2,"GY"
"737754341RR0001",2024-12-31 00:00:00,"27",1,"PK"
"737754341RR0001",2024-12-31 00:00:00,"27",2,"US"
"737773333RR0001",2024-5-31 00:00:00,"27",1,"PK"
"737906602RR0001",2024-12-31 00:00:00,"27",1,"KE"
"738098482RR0001",2024-12-31 00:00:00,"27",1,"IN"
"738381284RR0001",2024-12-31 00:00:00,"27",1,"HT"
"738381284RR0001",2024-12-31 00:00:00,"27",2,"US"
"738497924RR0001",2024-12-31 00:00:00,"27",1,"ZM"
"738523695RR0001",2024-12-31 00:00:00,"27",1,"BD"
"738523695RR0001",2024-12-31 00:00:00,"27",2,"IN"
"738523695RR0001",2024-12-31 00:00:00,"27",3,"PK"
"738700335RR0001",2024-12-31 00:00:00,"27",1,"UG"
"739071736RR0001",2024-5-31 00:00:00,"27",1,"NG"
"739082337RR0001",2024-12-31 00:00:00,"27",1,"US"
"739082337RR0001",2024-12-31 00:00:00,"27",2,"KE"
"739082337RR0001",2024-12-31 00:00:00,"27",3,"UA"
"739082337RR0001",2024-12-31 00:00:00,"27",4,"PK"
"739082337RR0001",2024-12-31 00:00:00,"27",5,"IN"
"739499705RR0001",2024-12-31 00:00:00,"27",1,"QS"
"739690337RR0001",2024-12-31 00:00:00,"27",1,"SD"
"740548920RR0001",2024-6-30 00:00:00,"27",1,"IN"
"740702402RR0001",2024-12-31 00:00:00,"27",1,"IL"
"741095715RR0001",2024-3-31 00:00:00,"27",1,"QP"
"741095715RR0001",2024-3-31 00:00:00,"27",2,"GB"
"741095715RR0001",2024-3-31 00:00:00,"27",3,"US"
"741320600RR0001",2024-3-31 00:00:00,"27",1,"US"
"741385876RR0001",2024-12-31 00:00:00,"27",1,"TZ"
"741438113RR0001",2024-12-31 00:00:00,"27",1,"KE"
"742005929RR0001",2024-12-31 00:00:00,"27",1,"MW"
"742165079RR0001",2024-12-31 00:00:00,"27",1,"HT"
"742214208RR0001",2024-12-31 00:00:00,"27",1,"GY"
"742323207RR0001",2024-2-28 00:00:00,"27",1,"UA"
"742350499RR0001",2024-12-31 00:00:00,"27",1,"IN"
"742640535RR0001",2024-12-31 00:00:00,"27",1,"CU"
"742640535RR0001",2024-12-31 00:00:00,"27",2,"PE"
"742986011RR0001",2024-12-31 00:00:00,"27",1,"TH"
"743036600RR0001",2024-3-31 00:00:00,"27",1,"UG"
"743279507RR0001",2024-9-30 00:00:00,"27",1,"GH"
"743769895RR0001",2024-12-31 00:00:00,"27",1,"CU"
"743769895RR0001",2024-12-31 00:00:00,"27",2,"IN"
"744033200RR0001",2024-12-31 00:00:00,"27",1,"IN"
"744033200RR0001",2024-12-31 00:00:00,"27",2,"QR"
"744033200RR0001",2024-12-31 00:00:00,"27",3,"BT"
"744033200RR0001",2024-12-31 00:00:00,"27",4,"NP"
"744150079RR0001",2024-12-31 00:00:00,"27",1,"IQ"
"744514472RR0001",2024-12-31 00:00:00,"27",1,"MX"
"745040808RR0001",2024-12-31 00:00:00,"27",1,"FJ"
"745181610RR0001",2024-12-31 00:00:00,"27",1,"BO"
"745700401RR0001",2024-2-19 00:00:00,"27",1,"BI"
"745843417RR0001",2024-12-31 00:00:00,"27",1,"TD"
"745910919RR0001",2024-12-31 00:00:00,"27",1,"BI"
"746856327RR0001",2024-9-30 00:00:00,"27",1,"IN"
"746856327RR0001",2024-9-30 00:00:00,"27",2,"GY"
"746916733RR0001",2024-12-31 00:00:00,"27",1,"MX"
"746925619RR0001",2024-6-30 00:00:00,"27",1,"BZ"
"747098010RR0001",2024-6-30 00:00:00,"27",1,"ZA"
"747558872RR0001",2024-12-31 00:00:00,"27",1,"MX"
"747558872RR0001",2024-12-31 00:00:00,"27",2,"KE"
"747558872RR0001",2024-12-31 00:00:00,"27",3,"GT"
"748260809RR0001",2024-12-31 00:00:00,"27",1,"LB"
"748260809RR0001",2024-12-31 00:00:00,"27",2,"JO"
"748517901RR0001",2024-12-31 00:00:00,"27",1,"LR"
"749057279RR0001",2024-12-31 00:00:00,"27",1,"US"
"749057279RR0001",2024-12-31 00:00:00,"27",2,"DE"
"749057279RR0001",2024-12-31 00:00:00,"27",3,"GB"
"749057279RR0001",2024-12-31 00:00:00,"27",4,"BE"
"749057279RR0001",2024-12-31 00:00:00,"27",5,"QP"
"749057279RR0001",2024-12-31 00:00:00,"27",6,"IE"
"749084604RR0001",2024-12-31 00:00:00,"27",1,"PK"
"749148896RR0001",2024-7-31 00:00:00,"27",1,"TZ"
"749265518RR0001",2024-12-31 00:00:00,"27",1,"US"
"749347928RR0001",2024-12-31 00:00:00,"27",1,"QS"
"749394102RR0001",2024-12-31 00:00:00,"27",1,"MX"
"749425070RR0001",2024-12-31 00:00:00,"27",1,"GT"
"749425070RR0001",2024-12-31 00:00:00,"27",2,"MX"
"749619094RR0001",2024-6-30 00:00:00,"27",1,"US"
"749677514RR0001",2024-7-31 00:00:00,"27",1,"PH"
"749677514RR0001",2024-7-31 00:00:00,"27",2,"AU"
"749677514RR0001",2024-7-31 00:00:00,"27",3,"CR"
"749677514RR0001",2024-7-31 00:00:00,"27",4,"PA"
"749887691RR0001",2024-12-31 00:00:00,"27",1,"US"
"750067308RR0001",2024-12-31 00:00:00,"27",1,"NG"
"750285538RR0001",2024-12-31 00:00:00,"27",1,"QP"
"750543696RR0001",2024-12-31 00:00:00,"27",1,"BD"
"750593923RR0001",2024-12-31 00:00:00,"27",1,"BD"
"750593923RR0001",2024-12-31 00:00:00,"27",2,"NG"
"750593923RR0001",2024-12-31 00:00:00,"27",3,"IN"
"750668519RR0001",2024-12-31 00:00:00,"27",1,"ET"
"750991010RR0001",2024-3-31 00:00:00,"27",1,"RO"
"750991010RR0001",2024-3-31 00:00:00,"27",2,"QP"
"751019324RR0001",2024-12-31 00:00:00,"27",1,"US"
"751456476RR0001",2024-12-31 00:00:00,"27",1,"IS"
"751456476RR0001",2024-12-31 00:00:00,"27",2,"US"
"751456476RR0001",2024-12-31 00:00:00,"27",3,"PK"
"751489337RR0001",2024-12-31 00:00:00,"27",1,"PK"
"751537606RR0001",2024-12-31 00:00:00,"27",1,"KE"
"751638123RR0001",2024-12-31 00:00:00,"27",1,"RW"
"751638123RR0001",2024-12-31 00:00:00,"27",2,"UG"
"751696113RR0001",2024-5-31 00:00:00,"27",1,"IN"
"751696113RR0001",2024-5-31 00:00:00,"27",2,"US"
"751779695RR0001",2024-12-31 00:00:00,"27",1,"CN"
"752083725RR0001",2024-12-31 00:00:00,"27",1,"QS"
"752753897RR0001",2024-7-31 00:00:00,"27",1,"HT"
"753543347RR0001",2024-12-31 00:00:00,"27",1,"ID"
"753629294RR0001",2024-8-31 00:00:00,"27",1,"PH"
"753900141RR0001",2024-12-31 00:00:00,"27",1,"HN"
"754136323RR0001",2024-12-31 00:00:00,"27",1,"QS"
"754136323RR0001",2024-12-31 00:00:00,"27",2,"HT"
"754136323RR0001",2024-12-31 00:00:00,"27",3,"KH"
"755364742RR0001",2024-12-31 00:00:00,"27",1,"LK"
"755441508RR0001",2024-12-31 00:00:00,"27",1,"YE"
"755896008RR0001",2024-12-31 00:00:00,"27",1,"CU"
"755896008RR0001",2024-12-31 00:00:00,"27",2,"MX"
"755968096RR0001",2024-12-31 00:00:00,"27",1,"US"
"756083275RR0001",2024-12-31 00:00:00,"27",1,"IN"
"756557542RR0001",2024-12-31 00:00:00,"27",1,"PH"
"756702734RR0002",2024-12-31 00:00:00,"27",1,"AU"
"756702734RR0002",2024-12-31 00:00:00,"27",2,"LK"
"756998944RR0001",2024-12-31 00:00:00,"27",1,"HT"
"757302898RR0001",2024-12-31 00:00:00,"27",1,"KE"
"757533898RR0001",2024-2-28 00:00:00,"27",1,"QR"
"757621115RR0001",2024-6-30 00:00:00,"27",1,"UG"
"757687686RR0001",2024-6-30 00:00:00,"27",1,"KE"
"757966155RR0001",2024-12-31 00:00:00,"27",1,"BR"
"758486211RR0001",2024-12-31 00:00:00,"27",1,"JP"
"758486211RR0001",2024-12-31 00:00:00,"27",2,"QR"
"758589758RR0001",2024-12-31 00:00:00,"27",1,"TH"
"758951693RR0001",2024-12-31 00:00:00,"27",1,"CR"
"759044738RR0001",2024-12-31 00:00:00,"27",1,"TR"
"759044738RR0001",2024-12-31 00:00:00,"27",2,"JM"
